CENTRAL,13622
NORTHERN,18975
SOUTHERN,25692
PARK,8219
MISSION,21163
TENDERLOIN,12737
RICHMOND,7692
TARAVAL,11329
INGLESIDE,14008
BAYVIEW,15739
